order_id,order_date,category,product_name,quantity,unit_price,total_sales,region
440,2023-07-23,Sports,Yoga Mat,5,113.2,566.0,North
441,2023-08-23,Sports,Tennis Racket,9,252.49,2272.41,North
442,2023-10-03,Books,Comic,3,112.81,338.43,East
443,2023-08-01,Home & Garden,Blender,8,415.31,3322.48,North
444,2023-08-19,Books,Novel,9,214.02,1926.18,South
445,2023-10-16,Sports,Dumbbells,4,148.66,594.64,South
446,2023-10-27,Home & Garden,Desk,7,236.26,1653.82,West
447,2023-04-14,Electronics,Smartphone,9,429.0,3861.0,North
448,2023-05-23,Clothing,Jeans,2,468.74,937.48,North
449,2023-04-29,Sports,Tennis Racket,6,253.37,1520.22,East
450,2023-02-11,Sports,Bike,3,366.58,1099.74,East
451,2023-04-27,Clothing,Jacket,9,352.18,3169.62,East
452,2023-04-27,Home & Garden,Lamp,5,356.96,1784.8,East
453,2023-03-17,Home & Garden,Chair,8,27.57,220.56,North
454,2023-01-05,Books,Biography,6,277.25,1663.5,North
455,2023-05-18,Books,Textbook,2,436.96,873.92,North
456,2023-04-11,Clothing,Sneakers,5,297.63,1488.15,South
457,2023-11-27,Sports,Yoga Mat,8,482.11,3856.88,East
458,2023-09-15,Books,Textbook,6,211.75,1270.5,North
459,2023-12-09,Home & Garden,Blender,10,138.42,1384.2,West
460,2023-09-04,Sports,Yoga Mat,5,289.42,1447.1,North
461,2023-04-02,Home & Garden,Lamp,7,132.42,926.94,East
462,2023-06-01,Clothing,Jeans,2,406.62,813.24,South
463,2023-06-16,Books,Novel,8,407.68,3261.44,South
464,2023-08-05,Electronics,Monitor,4,415.22,1660.88,North
465,2023-02-16,Sports,Bike,9,402.04,3618.36,East
466,2023-10-31,Books,Biography,3,328.07,984.21,West
467,2023-07-05,Sports,Bike,5,98.01,490.05,North
468,2023-02-27,Sports,Yoga Mat,6,471.29,2827.74,West
469,2023-11-09,Electronics,Smartphone,7,251.53,1760.71,North
470,2023-03-19,Books,Textbook,5,467.15,2335.75,North
471,2023-03-29,Home & Garden,Desk,2,438.52,877.04,East
472,2023-09-16,Sports,Tennis Racket,10,379.51,3795.1,North
473,2023-06-30,Books,Textbook,9,417.05,3753.45,East
474,2023-12-26,Home & Garden,Lamp,6,126.8,760.8,East
475,2023-02-21,Sports,Yoga Mat,8,331.73,2653.84,West
476,2023-08-19,Books,Novel,3,28.45,85.35,North
477,2023-01-02,Clothing,Jeans,6,307.78,1846.68,West
478,2023-05-17,Electronics,Smartphone,3,76.99,230.97,East
479,2023-08-17,Home & Garden,Desk,7,350.31,2452.17,West
480,2023-10-02,Clothing,T-Shirt,5,215.89,1079.45,East
481,2023-01-13,Electronics,Monitor,9,352.15,3169.35,North
482,2023-01-24,Home & Garden,Chair,10,48.43,484.3,West
483,2023-01-24,Electronics,Headphones,6,294.32,1765.92,South
484,2023-09-19,Sports,Yoga Mat,8,412.44,3299.52,South
485,2023-12-25,Sports,Bike,1,197.58,197.58,North
486,2023-12-28,Books,Novel,3,173.4,520.2,South
487,2023-10-10,Sports,Tennis Racket,2,90.52,181.04,South
488,2023-09-19,Electronics,Headphones,2,443.33,886.66,South
489,2023-12-03,Sports,Bike,3,324.15,972.45,North
490,2023-05-28,Books,Textbook,4,211.13,844.52,North
491,2023-12-10,Home & Garden,Chair,5,262.27,1311.35,South
492,2023-04-27,Sports,Yoga Mat,2,429.09,858.18,East
493,2023-01-25,Clothing,T-Shirt,3,375.98,1127.94,East
494,2023-10-14,Books,Comic,5,405.72,2028.6,South
495,2023-02-22,Electronics,Laptop,8,296.18,2369.44,West
496,2023-01-22,Books,Novel,2,278.78,557.56,South
497,2023-03-30,Electronics,Headphones,5,298.19,1490.95,South
498,2023-01-03,Electronics,Monitor,9,210.73,1896.57,West
499,2023-01-01,Sports,Dumbbells,4,431.13,1724.52,South
500,2023-06-22,Books,Comic,2,40.36,80.72,West
501,2023-10-15,Electronics,Laptop,3,380.69,1142.07,North
502,2023-06-29,Electronics,Monitor,2,290.11,580.22,East
503,2023-08-09,Clothing,Jeans,10,411.99,4119.9,South
504,2023-05-14,Electronics,Smartphone,9,176.29,1586.61,North
505,2023-01-05,Home & Garden,Chair,6,91.42,548.52,North
506,2023-02-08,Sports,Bike,9,123.68,1113.12,North
507,2023-05-22,Books,Biography,9,252.52,2272.68,South
508,2023-05-23,Books,Comic,5,209.71,1048.55,East
509,2023-07-19,Books,Textbook,2,406.96,813.92,East
510,2023-04-28,Sports,Yoga Mat,5,209.86,1049.3,North
511,2023-02-20,Books,Comic,4,380.2,1520.8,East
512,2023-04-29,Home & Garden,Blender,3,184.8,554.4,West
513,2023-05-20,Electronics,Monitor,5,420.46,2102.3,East
514,2023-10-15,Sports,Bike,10,429.18,4291.8,East
515,2023-01-17,Electronics,Headphones,5,101.42,507.1,West
516,2023-05-24,Home & Garden,Blender,6,351.59,2109.54,West
517,2023-11-05,Electronics,Monitor,3,49.13,147.39,West
518,2023-09-23,Home & Garden,Chair,8,153.69,1229.52,East
519,2023-01-02,Clothing,Jeans,1,184.18,184.18,West
520,2023-10-04,Electronics,Headphones,8,42.54,340.32,East
521,2023-09-26,Home & Garden,Chair,9,416.22,3745.98,North
522,2023-09-27,Clothing,Jeans,2,143.54,287.08,North
523,2023-11-10,Clothing,Jeans,3,466.3,1398.9,East
524,2023-01-03,Clothing,Sneakers,10,69.87,698.7,East
525,2023-05-14,Books,Biography,8,267.58,2140.64,East
526,2023-05-21,Home & Garden,Desk,1,438.22,438.22,South
527,2023-05-19,Books,Novel,4,128.17,512.68,North
528,2023-11-06,Books,Comic,2,345.17,690.34,South
529,2023-04-02,Clothing,Jacket,2,335.48,670.96,East
530,2023-11-01,Sports,Yoga Mat,10,287.62,2876.2,West
531,2023-02-18,Books,Novel,9,277.07,2493.63,East
532,2023-04-08,Home & Garden,Chair,8,329.5,2636.0,West
533,2023-09-15,Sports,Yoga Mat,6,270.53,1623.18,North
534,2023-12-09,Sports,Bike,8,99.55,796.4,East
535,2023-06-24,Books,Comic,3,416.07,1248.21,West
536,2023-05-16,Books,Comic,2,64.59,129.18,South
537,2023-05-30,Home & Garden,Blender,4,134.66,538.64,South
538,2023-09-17,Clothing,Jacket,2,465.34,930.68,North
539,2023-01-06,Sports,Bike,9,247.37,2226.33,North
540,2023-01-04,Electronics,Monitor,7,179.35,1255.45,South
541,2023-01-05,Books,Biography,7,64.17,449.19,West
542,2023-11-02,Electronics,Monitor,7,53.18,372.26,West
543,2023-05-29,Clothing,Sneakers,4,489.13,1956.52,South
544,2023-01-31,Books,Comic,1,66.54,66.54,North
545,2023-05-15,Sports,Yoga Mat,2,307.36,614.72,South
546,2023-12-16,Clothing,Jeans,9,379.23,3413.07,West
547,2023-01-26,Clothing,Sneakers,6,26.18,157.08,South
548,2023-08-25,Electronics,Smartphone,3,144.64,433.92,East
549,2023-06-06,Home & Garden,Desk,9,224.65,2021.85,North
550,2023-03-15,Books,Biography,3,145.96,437.88,West
551,2023-10-30,Sports,Yoga Mat,1,349.42,349.42,East
552,2023-12-10,Home & Garden,Lamp,8,424.49,3395.92,East
553,2023-04-20,Clothing,Sneakers,7,35.81,250.67,West
554,2023-05-01,Sports,Yoga Mat,7,272.7,1908.9,South
555,2023-02-09,Books,Biography,1,383.99,383.99,East
556,2023-12-28,Clothing,Sneakers,6,98.83,592.98,North
557,2023-09-16,Books,Novel,4,480.88,1923.52,North
558,2023-03-09,Electronics,Laptop,1,118.94,118.94,North
559,2023-08-18,Electronics,Laptop,9,348.36,3135.24,West
560,2023-03-26,Electronics,Headphones,2,205.02,410.04,West
561,2023-08-20,Sports,Bike,2,374.69,749.38,East
562,2023-12-12,Electronics,Headphones,8,171.44,1371.52,East
563,2023-02-14,Home & Garden,Lamp,2,476.29,952.58,East
564,2023-10-28,Clothing,Jacket,7,259.92,1819.44,West
565,2023-04-09,Clothing,Sneakers,5,395.63,1978.15,West
566,2023-01-27,Sports,Tennis Racket,7,490.82,3435.74,South
567,2023-08-06,Electronics,Laptop,8,308.71,2469.68,West
568,2023-11-11,Clothing,T-Shirt,3,12.84,38.52,North
569,2023-05-09,Home & Garden,Chair,6,488.19,2929.14,East
570,2023-03-14,Sports,Bike,6,342.14,2052.84,North
571,2023-06-30,Home & Garden,Chair,9,94.9,854.1,East
572,2023-12-31,Books,Biography,7,380.16,2661.12,West
573,2023-02-01,Electronics,Monitor,2,186.42,372.84,East
574,2023-12-18,Clothing,Jeans,7,273.56,1914.92,South
575,2023-02-27,Sports,Tennis Racket,10,213.44,2134.4,North
576,2023-12-18,Books,Novel,3,416.85,1250.55,West
577,2023-03-15,Sports,Dumbbells,3,268.73,806.19,West
578,2023-10-01,Home & Garden,Desk,9,499.17,4492.53,South
579,2023-11-05,Electronics,Headphones,10,320.12,3201.2,West
580,2023-05-17,Home & Garden,Chair,5,392.81,1964.05,North
581,2023-10-24,Electronics,Smartphone,1,456.84,456.84,North
582,2023-10-06,Clothing,Jacket,2,18.57,37.14,East
583,2023-02-26,Electronics,Smartphone,4,445.53,1782.12,North
584,2023-05-26,Electronics,Monitor,6,369.23,2215.38,South
585,2023-08-23,Books,Comic,6,243.07,1458.42,North
586,2023-06-08,Home & Garden,Chair,7,473.48,3314.36,South
587,2023-01-01,Home & Garden,Desk,8,397.16,3177.28,East
588,2023-12-09,Sports,Tennis Racket,2,232.03,464.06,South
589,2023-03-11,Electronics,Laptop,10,82.38,823.8,East
590,2023-09-21,Home & Garden,Blender,2,450.74,901.48,South
591,2023-11-12,Books,Comic,10,114.1,1141.0,East
592,2023-03-23,Home & Garden,Desk,3,20.14,60.42,West
593,2023-01-29,Sports,Yoga Mat,1,247.76,247.76,South
594,2023-03-22,Home & Garden,Chair,5,464.66,2323.3,North
595,2023-05-08,Clothing,Sneakers,7,267.93,1875.51,North
596,2023-07-18,Sports,Bike,3,40.02,120.06,West
597,2023-07-04,Sports,Dumbbells,10,105.43,1054.3,East
598,2023-02-17,Clothing,Jeans,6,251.85,1511.1,East
599,2023-08-08,Books,Biography,1,46.92,46.92,East
600,2023-11-05,Books,Novel,8,199.2,1593.6,West
601,2023-06-22,Books,Biography,6,112.79,676.74,West
602,2023-09-26,Sports,Tennis Racket,5,497.01,2485.05,South
603,2023-04-28,Electronics,Smartphone,8,469.53,3756.24,South
604,2023-02-15,Sports,Bike,2,280.91,561.82,North
605,2023-02-23,Electronics,Smartphone,3,30.85,92.55,East
606,2023-10-02,Home & Garden,Lamp,8,394.53,3156.24,North
607,2023-07-30,Clothing,T-Shirt,4,154.19,616.76,West
608,2023-06-17,Books,Textbook,2,97.63,195.26,East
609,2023-12-13,Electronics,Monitor,6,257.11,1542.66,North
610,2023-08-17,Home & Garden,Blender,6,85.47,512.82,East
611,2023-12-31,Electronics,Laptop,5,360.33,1801.65,South
612,2023-03-28,Clothing,Sneakers,6,441.44,2648.64,West
613,2023-04-23,Sports,Tennis Racket,9,458.83,4129.47,East
614,2023-06-04,Sports,Tennis Racket,7,109.59,767.13,South
615,2023-04-17,Sports,Dumbbells,6,386.24,2317.44,South
616,2023-04-24,Electronics,Monitor,8,78.4,627.2,West
617,2023-05-30,Electronics,Monitor,4,382.29,1529.16,East
618,2023-05-22,Books,Biography,3,18.85,56.55,South
619,2023-06-23,Clothing,Sneakers,2,333.54,667.08,North
620,2023-02-08,Sports,Bike,10,59.29,592.9,East
621,2023-12-02,Sports,Dumbbells,10,418.53,4185.3,North
622,2023-11-12,Books,Novel,8,220.3,1762.4,North
623,2023-03-28,Books,Biography,4,91.22,364.88,East
624,2023-08-12,Books,Novel,1,374.59,374.59,West
625,2023-02-16,Sports,Bike,10,461.51,4615.1,East
626,2023-06-29,Electronics,Headphones,6,406.95,2441.7,North
627,2023-11-27,Home & Garden,Blender,8,369.4,2955.2,West
628,2023-11-01,Home & Garden,Lamp,9,19.77,177.93,West
629,2023-01-24,Sports,Tennis Racket,8,492.54,3940.32,West
630,2023-10-26,Sports,Bike,5,56.83,284.15,West
631,2023-06-12,Home & Garden,Lamp,5,102.45,512.25,North
632,2023-11-24,Sports,Tennis Racket,3,117.6,352.8,West
633,2023-01-23,Books,Novel,9,485.75,4371.75,West
634,2023-10-18,Electronics,Monitor,6,449.58,2697.48,North
635,2023-08-13,Home & Garden,Chair,5,96.69,483.45,West
636,2023-07-16,Home & Garden,Blender,6,312.6,1875.6,East
637,2023-03-20,Sports,Yoga Mat,2,224.28,448.56,West
638,2023-04-12,Electronics,Smartphone,9,97.97,881.73,East
639,2023-06-23,Sports,Dumbbells,8,200.57,1604.56,East
640,2023-04-12,Books,Comic,10,86.61,866.1,North
641,2023-07-07,Home & Garden,Desk,5,183.86,919.3,North
642,2023-04-14,Home & Garden,Desk,5,206.04,1030.2,East
643,2023-08-09,Electronics,Laptop,5,273.48,1367.4,West
644,2023-09-10,Home & Garden,Desk,8,465.21,3721.68,East
645,2023-08-27,Sports,Yoga Mat,1,229.88,229.88,West
646,2023-06-17,Home & Garden,Desk,3,468.51,1405.53,South
647,2023-04-25,Electronics,Headphones,8,388.46,3107.68,North
648,2023-09-04,Home & Garden,Lamp,9,439.08,3951.72,North
649,2023-12-22,Books,Comic,10,351.54,3515.4,North
650,2023-05-27,Sports,Tennis Racket,5,368.6,1843.0,North
651,2023-09-04,Clothing,Jeans,10,206.73,2067.3,North
652,2023-01-08,Home & Garden,Blender,10,461.27,4612.7,East
653,2023-06-17,Books,Textbook,8,390.13,3121.04,North
654,2023-11-16,Home & Garden,Lamp,2,275.17,550.34,East
655,2023-02-02,Clothing,T-Shirt,8,128.46,1027.68,West
656,2023-10-26,Clothing,Jacket,3,13.41,40.23,East
657,2023-04-09,Electronics,Monitor,6,499.41,2996.46,North
658,2023-05-06,Clothing,Jeans,10,360.05,3600.5,East
659,2023-01-15,Books,Textbook,4,96.16,384.64,North
660,2023-01-28,Clothing,Jacket,4,115.98,463.92,North
661,2023-04-13,Electronics,Laptop,5,117.38,586.9,South
662,2023-02-25,Books,Comic,6,474.78,2848.68,North
663,2023-02-27,Books,Textbook,7,318.24,2227.68,North
664,2023-01-26,Books,Novel,8,67.08,536.64,East
665,2023-01-07,Books,Comic,9,401.18,3610.62,East
666,2023-05-04,Home & Garden,Chair,1,303.53,303.53,North
667,2023-01-12,Clothing,Sneakers,10,459.84,4598.4,East
668,2023-05-29,Clothing,Jacket,2,160.04,320.08,West
669,2023-09-14,Clothing,Jeans,7,43.19,302.33,North
670,2023-01-20,Sports,Bike,2,102.58,205.16,West
671,2023-12-03,Books,Novel,1,125.64,125.64,North
672,2023-11-20,Books,Comic,10,324.91,3249.1,West
673,2023-09-10,Clothing,Jeans,8,414.47,3315.76,North
674,2023-11-28,Books,Novel,1,365.92,365.92,West
675,2023-10-27,Books,Comic,4,461.28,1845.12,North
676,2023-10-05,Electronics,Smartphone,5,338.77,1693.85,West
677,2023-01-28,Home & Garden,Desk,9,334.64,3011.76,South
678,2023-03-27,Books,Biography,5,73.81,369.05,South
679,2023-11-10,Home & Garden,Chair,3,244.23,732.69,West
680,2023-10-26,Books,Novel,8,242.83,1942.64,South
681,2023-09-26,Clothing,Sneakers,10,478.7,4787.0,North
682,2023-09-18,Sports,Tennis Racket,9,374.69,3372.21,East
683,2023-05-29,Clothing,T-Shirt,5,357.78,1788.9,West
684,2023-01-14,Electronics,Laptop,1,167.28,167.28,West
685,2023-06-06,Books,Textbook,3,48.91,146.73,West
686,2023-09-20,Electronics,Laptop,2,478.42,956.84,North
687,2023-07-30,Clothing,Jacket,1,27.26,27.26,South
688,2023-02-26,Sports,Tennis Racket,10,405.92,4059.2,West
689,2023-02-22,Electronics,Smartphone,10,224.02,2240.2,South
690,2023-02-21,Home & Garden,Lamp,9,187.1,1683.9,East
691,2023-02-02,Books,Textbook,8,402.99,3223.92,West
692,2023-10-14,Books,Novel,5,349.3,1746.5,South
693,2023-02-06,Sports,Tennis Racket,10,379.47,3794.7,East
694,2023-08-07,Books,Biography,7,273.35,1913.45,South
695,2023-01-04,Books,Textbook,4,435.92,1743.68,West
696,2023-01-12,Home & Garden,Desk,7,47.34,331.38,West
697,2023-02-04,Home & Garden,Blender,7,88.04,616.28,West
698,2023-03-06,Electronics,Headphones,1,167.48,167.48,South
699,2023-03-17,Clothing,Jeans,5,306.28,1531.4,South
700,2023-12-20,Clothing,Sneakers,2,214.87,429.74,North
701,2023-06-10,Sports,Yoga Mat,10,415.91,4159.1,East
702,2023-07-10,Electronics,Smartphone,5,450.41,2252.05,East
703,2023-06-25,Books,Novel,2,365.59,731.18,East
704,2023-08-27,Electronics,Laptop,1,435.9,435.9,South
705,2023-03-24,Electronics,Monitor,2,488.72,977.44,West
706,2023-07-14,Books,Textbook,3,275.25,825.75,South
707,2023-03-17,Home & Garden,Desk,5,135.82,679.1,East
708,2023-06-03,Clothing,Sneakers,6,368.01,2208.06,North
709,2023-08-24,Books,Textbook,2,155.2,310.4,North
710,2023-08-31,Home & Garden,Blender,10,273.74,2737.4,South
711,2023-02-06,Sports,Yoga Mat,1,266.96,266.96,North
712,2023-08-06,Books,Textbook,10,362.95,3629.5,East
713,2023-06-21,Books,Comic,7,270.29,1892.03,East
714,2023-03-28,Home & Garden,Blender,9,123.11,1107.99,North
715,2023-10-20,Sports,Yoga Mat,10,293.72,2937.2,North
716,2023-06-18,Books,Comic,9,189.26,1703.34,West
717,2023-06-08,Clothing,Sneakers,9,149.04,1341.36,East
718,2023-03-02,Clothing,Jeans,2,481.86,963.72,South
719,2023-10-07,Books,Novel,4,15.58,62.32,North
720,2023-10-28,Sports,Bike,5,101.2,506.0,West
721,2023-06-26,Home & Garden,Blender,1,432.22,432.22,South
722,2023-04-25,Electronics,Laptop,2,408.22,816.44,North
723,2023-09-22,Electronics,Laptop,6,369.08,2214.48,North
724,2023-05-30,Sports,Tennis Racket,10,219.63,2196.3,North
725,2023-05-04,Books,Comic,9,432.45,3892.05,North
726,2023-01-06,Electronics,Monitor,2,440.53,881.06,South
727,2023-04-11,Home & Garden,Lamp,2,293.82,587.64,West
728,2023-05-27,Clothing,Jacket,4,31.79,127.16,South
729,2023-03-17,Electronics,Monitor,8,315.16,2521.28,West
730,2023-01-08,Sports,Bike,9,404.68,3642.12,West
731,2023-05-23,Sports,Dumbbells,3,44.11,132.33,South
732,2023-04-18,Sports,Yoga Mat,1,426.69,426.69,North
733,2023-12-13,Books,Textbook,1,245.14,245.14,South
734,2023-08-16,Sports,Tennis Racket,6,462.76,2776.56,East
735,2023-09-20,Electronics,Laptop,10,499.13,4991.3,West
736,2023-06-19,Electronics,Smartphone,4,400.4,1601.6,West
737,2023-10-23,Books,Textbook,3,421.17,1263.51,North
738,2023-06-15,Electronics,Smartphone,2,143.14,286.28,East
739,2023-10-27,Electronics,Smartphone,10,167.86,1678.6,West
740,2023-03-20,Books,Biography,5,367.81,1839.05,South
741,2023-06-18,Books,Comic,2,69.24,138.48,West
742,2023-04-19,Books,Biography,5,395.41,1977.05,North
743,2023-04-06,Clothing,Jeans,1,211.05,211.05,West
744,2023-08-04,Sports,Tennis Racket,5,324.53,1622.65,North
745,2023-09-22,Books,Textbook,1,487.47,487.47,North
746,2023-01-19,Home & Garden,Chair,3,325.98,977.94,North
747,2023-11-06,Electronics,Smartphone,8,21.96,175.68,East
748,2023-11-20,Clothing,Jacket,6,47.33,283.98,West
749,2023-11-09,Sports,Yoga Mat,7,340.01,2380.07,East
750,2023-11-28,Home & Garden,Chair,8,444.09,3552.72,East
751,2023-08-24,Electronics,Smartphone,9,114.51,1030.59,North
752,2023-11-22,Sports,Tennis Racket,5,169.2,846.0,North
753,2023-12-17,Clothing,Jacket,5,74.33,371.65,West
754,2023-05-02,Electronics,Monitor,9,328.47,2956.23,West
755,2023-02-05,Sports,Tennis Racket,2,62.04,124.08,East
756,2023-06-24,Books,Textbook,9,396.23,3566.07,South
757,2023-04-22,Electronics,Headphones,5,401.95,2009.75,West
758,2023-07-22,Sports,Dumbbells,10,482.59,4825.9,South
759,2023-11-19,Clothing,Jeans,2,317.86,635.72,North
760,2023-03-15,Clothing,Jacket,10,114.36,1143.6,South
761,2023-03-31,Sports,Tennis Racket,7,114.66,802.62,North
762,2023-10-09,Home & Garden,Blender,4,13.41,53.64,South
763,2023-03-07,Home & Garden,Desk,9,46.09,414.81,South
764,2023-12-17,Books,Textbook,5,151.61,758.05,East
765,2023-04-01,Books,Textbook,5,145.9,729.5,South
766,2023-12-23,Home & Garden,Chair,5,55.85,279.25,East
767,2023-01-25,Clothing,T-Shirt,3,159.5,478.5,West
768,2023-07-27,Clothing,Jeans,1,99.86,99.86,South
769,2023-05-31,Books,Biography,1,434.0,434.0,West
770,2023-04-27,Electronics,Smartphone,7,453.31,3173.17,South
771,2023-08-31,Sports,Bike,6,438.35,2630.1,East
772,2023-07-25,Books,Novel,3,237.59,712.77,East
773,2023-03-26,Home & Garden,Chair,7,101.99,713.93,North
774,2023-02-24,Home & Garden,Desk,1,19.86,19.86,East
775,2023-09-20,Electronics,Smartphone,2,221.85,443.7,South
776,2023-12-16,Books,Textbook,3,258.55,775.65,South
777,2023-01-20,Books,Biography,7,422.51,2957.57,North
778,2023-06-05,Books,Textbook,1,49.24,49.24,South
779,2023-03-01,Electronics,Headphones,9,261.87,2356.83,South
780,2023-01-02,Home & Garden,Chair,1,255.64,255.64,North
781,2023-02-21,Clothing,Sneakers,2,141.93,283.86,East
782,2023-04-12,Sports,Yoga Mat,6,385.03,2310.18,East
783,2023-10-26,Home & Garden,Lamp,7,178.92,1252.44,South
784,2023-08-31,Electronics,Headphones,2,231.62,463.24,North
785,2023-01-03,Home & Garden,Blender,7,248.78,1741.46,North
786,2023-12-20,Home & Garden,Chair,9,243.66,2192.94,South
787,2023-03-08,Home & Garden,Chair,7,430.65,3014.55,East
788,2023-01-25,Clothing,Jeans,4,388.14,1552.56,East
789,2023-02-08,Electronics,Laptop,6,366.89,2201.34,West
790,2023-01-12,Sports,Bike,8,131.01,1048.08,East
791,2023-03-02,Electronics,Monitor,9,175.58,1580.22,North
792,2023-07-16,Clothing,Jeans,5,38.52,192.6,South
793,2023-03-07,Sports,Bike,6,373.23,2239.38,North
794,2023-12-03,Sports,Bike,6,125.16,750.96,East
795,2023-09-25,Sports,Dumbbells,10,151.62,1516.2,West
796,2023-02-18,Sports,Bike,2,14.73,29.46,North
797,2023-08-23,Home & Garden,Lamp,2,409.85,819.7,West
798,2023-09-19,Books,Biography,2,266.19,532.38,North
799,2023-04-13,Home & Garden,Chair,8,488.08,3904.64,East
800,2023-10-24,Clothing,T-Shirt,4,272.39,1089.56,East
801,2023-11-03,Sports,Yoga Mat,3,75.34,226.02,North
802,2023-08-24,Clothing,Sneakers,4,387.11,1548.44,North
803,2023-05-24,Sports,Yoga Mat,6,37.63,225.78,North
804,2023-04-12,Sports,Yoga Mat,10,306.72,3067.2,West
805,2023-08-15,Electronics,Smartphone,10,52.66,526.6,East
806,2023-04-07,Electronics,Laptop,6,198.57,1191.42,South
807,2023-10-25,Electronics,Laptop,9,338.85,3049.65,North
808,2023-06-25,Books,Novel,1,33.95,33.95,North
809,2023-06-10,Sports,Bike,3,398.7,1196.1,North
810,2023-12-02,Home & Garden,Desk,9,486.34,4377.06,South
811,2023-09-16,Electronics,Smartphone,6,376.39,2258.34,West
812,2023-05-22,Sports,Bike,7,98.89,692.23,West
813,2023-11-02,Sports,Tennis Racket,1,239.66,239.66,West
814,2023-11-22,Sports,Dumbbells,7,297.19,2080.33,South
815,2023-04-18,Electronics,Monitor,6,38.6,231.6,South
816,2023-02-17,Clothing,T-Shirt,4,321.47,1285.88,North
817,2023-10-31,Sports,Dumbbells,6,215.42,1292.52,West
818,2023-08-25,Clothing,T-Shirt,8,328.53,2628.24,South
819,2023-12-29,Clothing,T-Shirt,9,270.45,2434.05,West
820,2023-09-26,Electronics,Headphones,9,308.96,2780.64,West
821,2023-07-28,Electronics,Laptop,10,362.99,3629.9,North
822,2023-05-14,Sports,Yoga Mat,8,231.37,1850.96,West
823,2023-09-01,Home & Garden,Chair,4,111.42,445.68,West
824,2023-05-02,Home & Garden,Chair,7,226.35,1584.45,South
825,2023-10-09,Clothing,Sneakers,1,120.1,120.1,South
826,2023-02-13,Home & Garden,Blender,9,116.25,1046.25,North
827,2023-01-27,Clothing,Jacket,6,51.56,309.36,North
828,2023-05-07,Home & Garden,Chair,6,95.62,573.72,East
829,2023-10-22,Books,Biography,9,195.06,1755.54,East
830,2023-03-02,Books,Textbook,8,361.03,2888.24,East
831,2023-09-02,Sports,Dumbbells,4,244.01,976.04,North
832,2023-09-07,Clothing,T-Shirt,5,413.97,2069.85,West
833,2023-05-30,Clothing,Jeans,1,440.47,440.47,East
834,2023-06-25,Clothing,Sneakers,6,324.61,1947.66,South
835,2023-03-25,Clothing,Jacket,7,457.43,3202.01,South
836,2023-05-22,Home & Garden,Desk,1,372.73,372.73,North
837,2023-03-07,Clothing,Sneakers,5,51.53,257.65,West
838,2023-01-09,Home & Garden,Lamp,3,317.38,952.14,East
839,2023-12-04,Clothing,T-Shirt,2,163.26,326.52,North
840,2023-04-09,Clothing,T-Shirt,5,174.71,873.55,North
841,2023-07-16,Clothing,Sneakers,1,107.3,107.3,South
842,2023-03-27,Clothing,Jeans,7,105.01,735.07,North
843,2023-08-14,Clothing,Jacket,8,433.07,3464.56,North
844,2023-12-01,Clothing,Jacket,3,471.95,1415.85,West
845,2023-09-08,Books,Comic,6,62.58,375.48,West
846,2023-07-05,Home & Garden,Desk,2,307.95,615.9,West
847,2023-02-19,Clothing,Jacket,8,413.5,3308.0,East
848,2023-08-24,Home & Garden,Lamp,3,301.29,903.87,West
849,2023-07-01,Books,Novel,3,428.74,1286.22,South
850,2023-03-21,Home & Garden,Lamp,3,470.58,1411.74,West
851,2023-12-27,Clothing,Jeans,1,225.36,225.36,East
852,2023-12-23,Home & Garden,Blender,7,245.83,1720.81,North
853,2023-11-27,Electronics,Monitor,4,181.24,724.96,East
854,2023-12-31,Home & Garden,Chair,3,266.25,798.75,South
855,2023-12-07,Books,Comic,9,237.35,2136.15,North
856,2023-01-02,Sports,Dumbbells,5,91.2,456.0,South
857,2023-08-14,Books,Novel,7,200.96,1406.72,North
858,2023-09-24,Clothing,T-Shirt,1,373.67,373.67,East
859,2023-12-06,Sports,Dumbbells,2,461.86,923.72,North
860,2023-08-21,Electronics,Monitor,3,120.29,360.87,South
861,2023-06-15,Clothing,T-Shirt,9,95.16,856.44,East
862,2023-08-16,Clothing,T-Shirt,7,142.14,994.98,North
863,2023-08-04,Electronics,Smartphone,8,18.03,144.24,North
864,2023-09-25,Books,Comic,4,326.83,1307.32,West
865,2023-11-19,Clothing,T-Shirt,7,95.45,668.15,West
866,2023-09-05,Books,Novel,3,37.23,111.69,West
867,2023-09-10,Books,Biography,2,123.72,247.44,North
868,2023-06-16,Books,Biography,9,173.39,1560.51,East
869,2023-01-14,Clothing,Sneakers,5,18.92,94.6,West
870,2023-11-30,Electronics,Laptop,3,70.37,211.11,East
871,2023-11-21,Sports,Tennis Racket,2,126.57,253.14,North
872,2023-08-15,Clothing,Sneakers,2,487.29,974.58,North
873,2023-11-13,Sports,Yoga Mat,9,369.54,3325.86,West
874,2023-07-12,Clothing,Sneakers,6,60.37,362.22,West
875,2023-10-12,Books,Textbook,1,492.59,492.59,North
876,2023-05-07,Sports,Yoga Mat,2,205.48,410.96,North
877,2023-03-15,Electronics,Headphones,4,264.08,1056.32,West
878,2023-03-13,Sports,Dumbbells,4,464.97,1859.88,East
879,2023-02-03,Sports,Dumbbells,1,206.53,206.53,South
880,2023-01-19,Sports,Bike,6,358.34,2150.04,West
881,2023-05-29,Home & Garden,Desk,8,395.72,3165.76,North
882,2023-07-09,Home & Garden,Chair,7,24.04,168.28,West
